-0.990001	0.000142045
-0.980009	0.000551745
-0.97004	0.00133764
-0.960119	0.00259049
-0.950281	0.00438263
-0.94057	0.00676746
-0.931034	0.00977946
-0.921726	0.0134347
-0.912697	0.0177322
-0.903992	0.0226556
-0.895655	0.0281776
-0.887718	0.0342602
-0.880203	0.0408577
-0.873123	0.0479194
-0.866478	0.0553926
-0.86026	0.0632241
-0.85445	0.071363
-0.849021	0.0797613
-0.843942	0.0883753
-0.839174	0.0971656
-0.834679	0.106099
-0.830417	0.115145
-0.826346	0.124278
-0.822423	0.133477
-0.81861	0.142722
-0.814868	0.151995
-0.811161	0.161282
-0.807456	0.170571
-0.803722	0.179848
-0.799935	0.189103
-0.796072	0.198326
-0.792115	0.20751
-0.78805	0.216647
-0.783866	0.225729
-0.779554	0.234752
-0.77511	0.24371
-0.770531	0.2526
-0.765817	0.261419
-0.76097	0.270166
-0.755995	0.278841
-0.750896	0.287443
-0.745679	0.295974
-0.740351	0.304437
-0.734921	0.312834
-0.729396	0.32117
-0.723787	0.329448
-0.718103	0.337676
-0.712353	0.345857
-0.706547	0.353999
-0.700693	0.362107
-0.6948	0.370186
-0.688876	0.378242
-0.682928	0.386281
-0.676962	0.394307
-0.670986	0.402324
-0.665006	0.410339
-0.659025	0.418354
-0.653051	0.426373
-0.647087	0.434399
-0.641136	0.442436
-0.635203	0.450486
-0.629291	0.458551
-0.623403	0.466634
-0.617542	0.474736
-0.611709	0.482859
-0.605905	0.491002
-0.60013	0.499166
-0.594385	0.507351
-0.588669	0.515557
-0.582982	0.523782
-0.577322	0.532026
-0.571691	0.54029
-0.566086	0.548571
-0.560507	0.55687
-0.554951	0.565185
-0.549418	0.573515
-0.543905	0.581858
-0.538411	0.590214
-0.532933	0.59858
-0.52747	0.606955
-0.522017	0.615338
-0.516572	0.623726
-0.511133	0.632117
-0.505696	0.64051
-0.50026	0.648903
-0.494821	0.657295
-0.489379	0.665684
-0.483931	0.67407
-0.478476	0.682451
-0.473014	0.690827
-0.467544	0.699199
-0.462068	0.707566
-0.456587	0.71593
-0.451102	0.724292
-0.445615	0.732652
-0.440126	0.741011
-0.434635	0.749368
-0.429144	0.757726
-0.423654	0.766084
-0.418164	0.774443
-0.412675	0.782802
-0.407187	0.791161
-0.401698	0.79952
-0.396209	0.807879
-0.390719	0.816237
-0.385228	0.824594
-0.379735	0.832951
-0.374242	0.841307
-0.368746	0.849661
-0.363249	0.858015
-0.357752	0.866368
-0.352254	0.874722
-0.346757	0.883075
-0.341262	0.89143
-0.33577	0.899787
-0.33028	0.908145
-0.324793	0.916505
-0.319309	0.924868
-0.313829	0.933232
-0.308353	0.9416
-0.30288	0.949969
-0.297408	0.958339
-0.291938	0.966711
-0.286469	0.975082
-0.280999	0.983454
-0.275528	0.991825
-0.270056	1.00019
-0.264583	1.00856
-0.259107	1.01693
-0.253628	1.0253
-0.248148	1.03366
-0.242666	1.04203
-0.237184	1.05039
-0.231703	1.05875
-0.226222	1.06712
-0.220742	1.07548
-0.215264	1.08385
-0.209787	1.09221
-0.204313	1.10058
-0.198841	1.10895
-0.193373	1.11733
-0.18791	1.1257
-0.182451	1.13408
-0.176999	1.14246
-0.171554	1.15085
-0.166115	1.15924
-0.160684	1.16764
-0.155259	1.17604
-0.149842	1.18445
-0.144433	1.19286
-0.139029	1.20127
-0.133633	1.20969
-0.128243	1.21811
-0.122858	1.22654
-0.117479	1.23497
-0.112105	1.2434
-0.106734	1.25184
-0.101368	1.26028
-0.0960046	1.26872
-0.0906439	1.27716
-0.0852864	1.2856
-0.0799324	1.29405
-0.0745823	1.3025
-0.0692362	1.31095
-0.0638943	1.3194
-0.0585566	1.32786
-0.0532232	1.33632
-0.047894	1.34478
-0.0425687	1.35324
-0.0372474	1.36171
-0.0319286	1.37018
-0.0266114	1.37865
-0.0212945	1.38711
-0.0159771	1.39558
-0.0106584	1.40405
-0.00533746	1.41252
-1.37649e-05	1.42098
0.00531324	1.42945
0.010644	1.43791
0.0159788	1.44637
0.021319	1.45482
0.0266655	1.46327
0.0320192	1.47172
0.0373808	1.48016
0.0427507	1.48859
0.0481293	1.49703
0.0535166	1.50545
0.0589126	1.51387
0.0643172	1.52228
0.0697302	1.53069
0.0751522	1.53909
0.0805836	1.54749
0.0860246	1.55588
0.0914755	1.56426
0.0969361	1.57264
0.102406	1.58101
0.107886	1.58938
0.113374	1.59774
0.11887	1.60609
0.124374	1.61444
0.129884	1.62279
0.135398	1.63113
0.140915	1.63947
0.146434	1.64781
0.151953	1.65615
0.157472	1.66449
0.162988	1.67283
0.168502	1.68117
0.174012	1.68951
0.179518	1.69786
0.18502	1.70621
