-3.9	2.00036
-3.80001	2.00141
-3.70003	2.00341
-3.60008	2.00663
-3.50019	2.01127
-3.40038	2.01752
-3.3007	2.02556
-3.2012	2.03551
-3.10192	2.04747
-3.00291	2.0615
-2.90422	2.07766
-2.80592	2.096
-2.70804	2.11651
-2.61065	2.13917
-2.51376	2.16395
-2.41744	2.19081
-2.3217	2.2197
-2.22658	2.25054
-2.13208	2.28325
-2.03822	2.31774
-1.94499	2.35393
-1.85241	2.39171
-1.76045	2.431
-1.6691	2.47168
-1.57833	2.51366
-1.48813	2.55682
-1.39846	2.60109
-1.30929	2.64636
-1.22059	2.69253
-1.13231	2.73951
-1.04443	2.78722
-0.956893	2.83557
-0.869677	2.88449
-0.78274	2.93391
-0.696043	2.98374
-0.609554	3.03394
-0.523243	3.08444
-0.437078	3.13519
-0.35103	3.18614
-0.265072	3.23724
-0.179182	3.28846
-0.0933422	3.33975
-0.00753279	3.3911
0.0782625	3.44248
0.164059	3.49385
0.249865	3.5452
0.33569	3.59652
0.421541	3.6478
0.507423	3.69903
0.593341	3.7502
0.679296	3.8013
0.765286	3.85235
0.85131	3.90334
0.937366	3.95427
1.02345	4.00516
1.10956	4.056
1.19569	4.10681
1.28183	4.15761
1.36797	4.20839
1.45412	4.25918
1.54025	4.30998
1.62637	4.36081
1.71246	4.41169
1.79852	4.46263
1.88453	4.51363
1.9705	4.56471
2.05641	4.61589
2.14225	4.66718
2.22803	4.71859
2.31373	4.77012
2.39934	4.8218
2.48487	4.87362
2.57029	4.9256
2.65562	4.97775
2.74084	5.03007
2.82595	5.08257
2.91095	5.13525
2.99582	5.18813
3.08058	5.2412
3.16521	5.29447
3.24972	5.34793
3.3341	5.4016
3.41834	5.45548
3.50246	5.50956
3.58644	5.56384
3.67029	5.61833
3.75401	5.67303
3.8376	5.72792
3.92105	5.78302
4.00437	5.83831
4.08756	5.8938
4.17063	5.94948
4.25356	6.00536
4.33637	6.06142
4.41905	6.11766
4.50161	6.17409
4.58405	6.23069
4.66637	6.28747
4.74857	6.34442
4.83065	6.40153
4.91263	6.4588
4.99449	6.51623
5.07625	6.57382
5.15789	6.63156
5.23944	6.68944
5.32088	6.74747
5.40222	6.80564
5.48347	6.86394
5.56461	6.92238
5.64567	6.98095
5.72663	7.03965
5.8075	7.09847
5.88828	7.15741
5.96897	7.21647
6.04958	7.27565
6.13011	7.33495
6.21055	7.39435
6.29091	7.45387
6.37119	7.5135
6.45139	7.57323
6.53151	7.63306
6.61156	7.69301
6.69152	7.75305
6.77141	7.8132
6.85122	7.87345
6.93095	7.9338
7.01061	7.99426
7.0902	8.05481
7.1697	8.11546
7.24914	8.17621
7.32849	8.23706
7.40778	8.298
7.48699	8.35904
7.56612	8.42018
7.64519	8.4814
7.72418	8.54272
7.8031	8.60414
7.88194	8.66565
7.96072	8.72725
8.03942	8.78894
8.11806	8.85072
8.19662	8.91259
8.27511	8.97455
8.35353	9.0366
8.43188	9.09874
8.51016	9.16097
8.58837	9.22329
8.6665	9.28569
8.74457	9.34819
8.82257	9.41077
8.9005	9.47343
8.97836	9.53619
9.05614	9.59903
9.13386	9.66195
9.21152	9.72496
9.2891	9.78805
9.36662	9.85123
9.44407	9.91448
9.52146	9.97782
9.59878	10.0412
9.67566	10.1052
9.75176	10.1701
9.82677	10.2362
9.90041	10.3038
9.9724	10.3733
10.0425	10.4446
10.1104	10.5179
10.1761	10.5934
10.2391	10.671
10.2996	10.7507
10.3572	10.8324
10.4119	10.9161
10.4637	11.0017
10.5124	11.089
10.5582	11.1779
10.601	11.2683
10.6409	11.36
10.6779	11.4529
10.7121	11.5468
10.7438	11.6417
10.7729	11.7374
10.7997	11.8337
10.8242	11.9306
10.8467	12.0281
10.8674	12.1259
10.8863	12.2241
10.9037	12.3226
10.9198	12.4213
10.9347	12.5202
10.9486	12.6192
10.9616	12.7184
10.9739	12.8176
10.9856	12.9169
10.997	13.0163
11.008	13.1156
11.0189	13.215
11.0297	13.3145
11.0405	13.4139
11.0515	13.5133
11.0627	13.6126
11.0741	13.712
11.0859	13.8113
11.0981	13.9105
11.1107	14.0097
11.1238	14.1089
11.1373	14.208
11.1514	14.307
11.1661	14.4059
11.1812	14.5047
11.1969	14.6035
11.2131	14.7022
11.2299	14.8008
11.2472	14.8992
11.265	14.9977
11.2832	15.096
11.3019	15.1942
11.321	15.2924
11.3406	15.3904
11.3605	15.4884
11.3807	15.5864
11.4013	15.6842
11.4221	15.782
11.4432	15.8798
11.4646	15.9775
11.4861	16.0751
11.5077	16.1728
11.5296	16.2704
11.5515	16.3679
11.5735	16.4655
11.5955	16.563
11.6176	16.6605
11.6397	16.7581
11.6618	16.8556
11.6839	16.9531
11.706	17.0507
11.7279	17.1482
11.7498	17.2458
11.7717	17.3434
11.7934	17.441
11.8151	17.5386
11.8366	17.6363
11.858	17.7339
11.8793	17.8317
11.9005	17.9294
11.9215	18.0271
11.9425	18.1249
11.9632	18.2227
11.9839	18.3206
12.0045	18.4185
12.0249	18.5163
12.0452	18.6143
12.0653	18.7122
12.0854	18.8102
12.1053	18.9082
12.1252	19.0062
12.1449	19.1042
12.1646	19.2023
12.1842	19.3003
12.2036	19.3984
12.223	19.4965
12.2424	19.5946
12.2616	19.6928
12.2808	19.7909
12.3	19.889
12.3191	19.9872
12.3381	20.0854
12.3571	20.1835
12.3761	20.2817
12.395	20.3799
12.414	20.4781
12.4328	20.5763
12.4517	20.6745
12.4705	20.7727
12.4894	20.8709
12.5082	20.9692
12.527	21.0674
12.5458	21.1656
12.5646	21.2638
12.5834	21.362
12.6021	21.4602
12.6209	21.5585
12.6397	21.6567
12.6584	21.7549
12.6772	21.8531
12.696	21.9514
12.7147	22.0496
12.7335	22.1478
12.7522	22.246
12.771	22.3443
12.7897	22.4425
12.8084	22.5407
12.8272	22.639
12.8459	22.7372
12.8646	22.8354
12.8834	22.9337
12.9021	23.0319
12.9208	23.1301
12.9395	23.2284
12.9581	23.3266
12.9768	23.4248
12.9955	23.5231
13.0141	23.6213
13.0328	23.7196
13.0514	23.8178
13.07	23.9161
13.0886	24.0143
13.1072	24.1126
13.1257	24.2109
13.1443	24.3091
13.1628	24.4074
13.1813	24.5057
13.1998	24.6039
13.2183	24.7022
13.2367	24.8005
13.2551	24.8988
13.2736	24.9971
13.2919	25.0954
13.3103	25.1937
13.3287	25.292
13.347	25.3903
13.3653	25.4886
13.3836	25.5869
13.4019	25.6852
13.4202	25.7835
13.4384	25.8818
13.4566	25.9802
13.4749	26.0785
13.4931	26.1768
13.5113	26.2752
13.5294	26.3735
13.5476	26.4718
13.5658	26.5702
13.5839	26.6685
13.6021	26.7668
13.6202	26.8652
13.6383	26.9635
13.6564	27.0619
13.6745	27.1602
13.6926	27.2586
13.7107	27.3569
13.7287	27.4553
13.7468	27.5536
13.7648	27.652
13.7828	27.7504
13.8008	27.8487
13.8188	27.9471
13.8368	28.0455
13.8547	28.1439
13.8727	28.2422
13.8906	28.3406
13.9086	28.439
13.9265	28.5374
13.9444	28.6358
13.9622	28.7341
13.9801	28.8325
13.998	28.9309
14.0158	29.0293
14.0337	29.1277
14.0515	29.2261
14.0693	29.3245
14.0871	29.4229
14.1049	29.5213
14.1227	29.6197
14.1405	29.7181
14.1583	29.8165
14.1761	29.9149
14.1938	30.0134
14.2116	30.1118
14.2293	30.2102
14.2471	30.3086
14.2649	30.407
14.2826	30.5054
14.3003	30.6038
14.3181	30.7022
14.3358	30.8007
14.3536	30.8991
14.3713	30.9975
14.389	31.0959
14.4067	31.1943
14.4244	31.2927
14.4422	31.3912
14.4599	31.4896
14.4776	31.588
14.4952	31.6864
14.5129	31.7848
14.5306	31.8833
14.5483	31.9817
14.566	32.0801
14.5836	32.1785
14.6013	32.277
14.6189	32.3754
14.6366	32.4738
14.6542	32.5723
14.6718	32.6707
14.6894	32.7691
14.707	32.8676
14.7246	32.966
14.7422	33.0645
14.7598	33.1629
14.7774	33.2613
14.795	33.3598
14.8125	33.4582
14.8301	33.5567
14.8477	33.6551
14.8652	33.7536
14.8828	33.852
14.9003	33.9505
14.9178	34.0489
14.9354	34.1474
14.9529	34.2458
14.9704	34.3443
14.988	34.4427
15.0055	34.5412
15.023	34.6396
15.0405	34.7381
15.058	34.8365
15.0755	34.935
15.093	35.0335
15.1105	35.1319
15.1279	35.2304
15.1454	35.3288
15.1629	35.4273
15.1803	35.5258
15.1978	35.6242
15.2152	35.7227
15.2335	35.821
15.2532	35.9191
15.275	36.0167
15.2995	36.1136
15.327	36.2098
15.3579	36.3049
15.3926	36.3987
15.4311	36.4909
15.4737	36.5814
15.5203	36.6699
15.5709	36.7561
15.6255	36.8399
15.684	36.921
15.7462	36.9993
15.8118	37.0748
15.8808	37.1472
15.9527	37.2167
16.0275	37.2831
16.1048	37.3465
16.1844	37.407
16.266	37.4648
16.3495	37.5198
16.4346	37.5723
16.5211	37.6225
16.6089	37.6705
16.6977	37.7165
16.7874	37.7607
16.8778	37.8033
16.9689	37.8446
17.0605	37.8847
17.1526	37.9238
17.2449	37.9621
17.3375	37.9998
17.4303	38.0372
17.5232	38.0742
17.6161	38.1112
17.709	38.1482
17.8019	38.1853
17.8946	38.2227
17.9872	38.2605
18.0796	38.2988
18.1717	38.3376
18.2637	38.377
